Time,Wind1VelX,Wind1VelY,Wind1VelZ,PtfmSurge,PtfmSway,PtfmHeave,PtfmRoll,PtfmPitch,PtfmYaw,YawBrMzp,TTDspFA,TwrBsFxt,TwrBsFyt,TwrBsFzt,TwrBsMxt,TwrBsMyt,TwrBsMzt,RtArea,B1N3Clrnc,B2N3Clrnc,B3N3Clrnc,GenPwr,GenTq,Wave1Elev,HydroFxi,HydroFyi,HydroFzi,HydroMxi,HydroMyi,HydroMzi,B1Surge,B1Sway,B1Heave,B1Roll,B1Pitch,B1Yaw,B1TVxi,B1TVyi,B1TVzi,B1RVxi,B1RVyi,B1RVzi,B1TAxi,B1TAyi,B1TAzi,B1RAxi,B1RAyi,B1RAzi,B1WvsFxi,B1WvsFyi,B1WvsFzi,B1WvsMxi,B1WvsMyi,B1WvsMzi,B1HDSFxi,B1HDSFyi,B1HDSFzi,B1HDSMxi,B1HDSMyi,B1HDSMzi,B1RdtFxi,B1RdtFyi,B1RdtFzi,B1RdtMxi,B1RdtMyi,B1RdtMzi,FAIRTEN1,FAIRTEN2,FAIRTEN3,ANCHTEN1,ANCHTEN2,ANCHTEN3
3.875000E+00,8.000000E+00,0.000000E+00,0.000000E+00,3.207993E+01,-8.420130E-03,1.969935E-01,4.160432E-02,4.758464E+00,9.058909E-05,1.582057E+03,-6.776290E-02,4.597615E+01,2.179639E+01,-5.736761E+03,1.044272E+02,-5.338658E+03,1.582148E+03,1.244852E+04,2.100267E+01,6.310417E+01,6.197561E+01,9.556464E+02,1.223705E+01,1.806574E+00,2.222996E+07,-1.802240E+04,4.928103E+07,6.676625E+03,4.104070E+07,-1.344427E+06,3.207993E+01,-8.420130E-03,1.969935E-01,7.261324E-04,8.305088E-02,1.581078E-06,1.066421E+01,-5.056716E-03,-1.582878E-01,3.787857E-04,2.102364E-03,-7.065879E-05,1.093700E+00,4.153495E-03,-2.521781E-01,-1.749429E-04,-6.823649E-03,1.198292E-04,5.067166E+06,-7.550913E-01,-2.638464E+06,-7.034500E+00,-7.567844E+07,-9.508106E+00,0.000000E+00,0.000000E+00,1.391386E+08,2.764014E+05,3.161877E+07,0.000000E+00,-1.043003E+07,-1.271837E+04,3.743487E+06,8.730302E+05,2.002906E+08,-5.425484E+05,4.117840E+05,1.806565E+07,4.089093E+05,2.097780E+05,1.636361E+07,2.062095E+05
3.887500E+00,8.000000E+00,0.000000E+00,0.000000E+00,3.221332E+01,-8.483008E-03,1.949951E-01,4.187574E-02,4.759940E+00,6.305172E-05,1.709340E+03,-3.928101E-02,7.638577E+01,2.348251E+01,-5.730534E+03,-3.158455E+01,-9.897321E+02,1.709424E+03,1.244856E+04,2.153107E+01,6.311883E+01,6.195178E+01,9.558563E+02,1.222600E+01,1.812750E+00,2.227149E+07,-1.914957E+04,4.929658E+07,1.217730E+05,3.724833E+07,-1.454174E+06,3.221332E+01,-8.483008E-03,1.949951E-01,7.308696E-04,8.307663E-02,1.100460E-06,1.067788E+01,-5.003309E-03,-1.614469E-01,3.765239E-04,2.019314E-03,-6.910803E-05,1.092461E+00,4.401647E-03,-2.531649E-01,-1.877224E-04,-6.492872E-03,1.284808E-04,5.017196E+06,-7.512860E-01,-2.650756E+06,-7.074203E+00,-7.454046E+07,-9.481289E+00,0.000000E+00,0.000000E+00,1.391462E+08,2.782201E+05,3.162857E+07,0.000000E+00,-1.032539E+07,-1.318353E+04,3.758758E+06,9.443712E+05,1.971998E+08,-5.816765E+05,4.136107E+05,1.815295E+07,4.108250E+05,2.118025E+05,1.644704E+07,2.080640E+05
3.900000E+00,8.000000E+00,0.000000E+00,0.000000E+00,3.234688E+01,-8.545200E-03,1.929572E-01,4.214548E-02,4.761358E+00,3.653097E-05,1.822194E+03,-1.086707E-02,1.019343E+02,2.485280E+01,-5.724269E+03,-1.575157E+02,3.222011E+03,1.822271E+03,1.244860E+04,2.206118E+01,6.313324E+01,6.192784E+01,9.560862E+02,1.221665E+01,1.818925E+00,2.231675E+07,-2.001043E+04,4.931162E+07,2.282251E+05,3.360093E+07,-1.552837E+06,3.234688E+01,-8.545200E-03,1.929572E-01,7.355775E-04,8.310137E-02,6.375858E-07,1.069153E+01,-4.947053E-03,-1.646177E-01,3.741083E-04,1.940311E-03,-6.745058E-05,1.090702E+00,4.628682E-03,-2.541142E-01,-1.990698E-04,-6.181907E-03,1.359837E-04,4.967228E+06,-7.474808E-01,-2.663048E+06,-7.113906E+00,-7.340248E+07,-9.454472E+00,0.000000E+00,0.000000E+00,1.391540E+08,2.800271E+05,3.163799E+07,0.000000E+00,-1.021970E+07,-1.363635E+04,3.773481E+06,1.007180E+06,1.942095E+08,-6.153059E+05,4.154041E+05,1.824049E+07,4.127022E+05,2.137131E+05,1.653071E+07,2.097999E+05
3.912500E+00,8.000000E+00,0.000000E+00,0.000000E+00,3.248061E+01,-8.606671E-03,1.908796E-01,4.241344E-02,4.762720E+00,1.108633E-05,1.916396E+03,1.745664E-02,1.262431E+02,2.586452E+01,-5.718259E+03,-2.721272E+02,7.388420E+03,1.916465E+03,1.244862E+04,2.259264E+01,6.314736E+01,6.190378E+01,9.563016E+02,1.220878E+01,1.825101E+00,2.236305E+07,-2.063553E+04,4.932682E+07,3.235188E+05,2.999565E+07,-1.636946E+06,3.248061E+01,-8.606671E-03,1.908796E-01,7.402542E-04,8.312515E-02,1.934929E-07,1.070516E+01,-4.888006E-03,-1.678005E-01,3.715617E-04,1.865167E-03,-6.570998E-05,1.088771E+00,4.809114E-03,-2.550549E-01,-2.090893E-04,-5.877234E-03,1.423281E-04,4.917258E+06,-7.436755E-01,-2.675340E+06,-7.153608E+00,-7.226451E+07,-9.427654E+00,0.000000E+00,0.000000E+00,1.391619E+08,2.818217E+05,3.164704E+07,0.000000E+00,-1.011402E+07,-1.390272E+04,3.788078E+06,1.064376E+06,1.912520E+08,-6.433931E+05,4.171579E+05,1.832828E+07,4.145341E+05,2.154967E+05,1.661463E+07,2.114083E+05
3.925000E+00,8.000000E+00,0.000000E+00,0.000000E+00,3.261451E+01,-8.667392E-03,1.887622E-01,4.267952E-02,4.764030E+00,-1.323425E-05,1.988794E+03,4.566796E-02,1.529987E+02,2.649096E+01,-5.712739E+03,-3.746611E+02,1.160319E+04,1.988857E+03,1.244863E+04,2.312511E+01,6.316118E+01,6.187961E+01,9.564675E+02,1.220213E+01,1.831276E+00,2.240776E+07,-2.098781E+04,4.934247E+07,4.076661E+05,2.632948E+07,-1.702464E+06,3.261451E+01,-8.667392E-03,1.887622E-01,7.448982E-04,8.314802E-02,-2.309813E-07,1.071876E+01,-4.827064E-03,-1.709950E-01,3.688948E-04,1.793868E-03,-6.389743E-05,1.087045E+00,4.949657E-03,-2.560103E-01,-2.176170E-04,-5.565460E-03,1.474803E-04,4.867289E+06,-7.398702E-01,-2.687633E+06,-7.193312E+00,-7.112653E+07,-9.400837E+00,0.000000E+00,0.000000E+00,1.391700E+08,2.836031E+05,3.165575E+07,0.000000E+00,-1.000972E+07,-1.404025E+04,3.802892E+06,1.114206E+06,1.882629E+08,-6.657774E+05,4.188662E+05,1.841631E+07,4.163144E+05,2.171412E+05,1.669878E+07,2.128815E+05
3.937500E+00,8.000000E+00,0.000000E+00,0.000000E+00,3.274858E+01,-8.727341E-03,1.866047E-01,4.294365E-02,4.765290E+00,-3.639155E-05,2.038254E+03,7.374427E-02,1.856141E+02,2.672335E+01,-5.707866E+03,-4.648744E+02,1.595269E+04,2.038313E+03,1.244862E+04,2.365835E+01,6.317467E+01,6.185533E+01,9.565508E+02,1.219643E+01,1.837452E+00,2.244823E+07,-2.103595E+04,4.935906E+07,4.807220E+05,2.250808E+07,-1.751649E+06,3.274858E+01,-8.727341E-03,1.866047E-01,7.495081E-04,8.317001E-02,-6.351525E-07,1.073235E+01,-4.764547E-03,-1.742016E-01,3.661301E-04,1.726559E-03,-6.202791E-05,1.085831E+00,5.054819E-03,-2.570017E-01,-2.245711E-04,-5.233771E-03,1.508388E-04,4.817320E+06,-7.360649E-01,-2.699926E+06,-7.233014E+00,-6.998855E+07,-9.374020E+00,0.000000E+00,0.000000E+00,1.391783E+08,2.853710E+05,3.166412E+07,0.000000E+00,-9.907686E+06,-1.408524E+04,3.818237E+06,1.155697E+06,1.851760E+08,-6.795340E+05,4.205232E+05,1.850457E+07,4.180373E+05,2.186360E+05,1.678318E+07,2.142140E+05
3.950000E+00,8.000000E+00,0.000000E+00,0.000000E+00,3.288282E+01,-8.786500E-03,1.844071E-01,4.320576E-02,4.766504E+00,-5.836040E-05,2.065898E+03,1.016618E-01,2.268958E+02,2.657247E+01,-5.703725E+03,-5.430845E+02,2.050748E+04,2.065955E+03,1.244859E+04,2.419214E+01,6.318779E+01,6.183096E+01,9.565192E+02,1.219141E+01,1.843627E+00,2.248251E+07,-2.079993E+04,4.937684E+07,5.425602E+05,1.845134E+07,-1.781964E+06,3.288282E+01,-8.786500E-03,1.844071E-01,7.540828E-04,8.319119E-02,-1.018581E-06,1.074592E+01,-4.700873E-03,-1.774208E-01,3.632871E-04,1.663539E-03,-6.013071E-05,1.085430E+00,5.116932E-03,-2.580473E-01,-2.299720E-04,-4.872202E-03,1.532360E-04,4.767351E+06,-7.322596E-01,-2.712218E+06,-7.272717E+00,-6.885057E+07,-9.347202E+00,0.000000E+00,0.000000E+00,1.391867E+08,2.871248E+05,3.167219E+07,0.000000E+00,-9.809032E+06,-1.398623E+04,3.834380E+06,1.189648E+06,1.819452E+08,-6.887176E+05,4.221243E+05,1.859309E+07,4.196980E+05,2.199726E+05,1.686783E+07,2.154020E+05
3.962500E+00,8.000000E+00,0.000000E+00,0.000000E+00,3.301722E+01,-8.844861E-03,1.821692E-01,4.346581E-02,4.767674E+00,-7.912572E-05,2.075133E+03,1.293952E-01,2.787812E+02,2.606793E+01,-5.700347E+03,-6.101625E+02,2.531515E+04,2.075189E+03,1.244854E+04,2.472629E+01,6.320054E+01,6.180649E+01,9.563425E+02,1.218677E+01,1.849803E+00,2.250910E+07,-2.033728E+04,4.939598E+07,5.937484E+05,1.410658E+07,-1.798293E+06,3.301722E+01,-8.844861E-03,1.821692E-01,7.586215E-04,8.321162E-02,-1.381004E-06,1.075949E+01,-4.636654E-03,-1.806534E-01,3.603826E-04,1.605207E-03,-5.820510E-05,1.086014E+00,5.141671E-03,-2.591530E-01,-2.341100E-04,-4.473723E-03,1.543347E-04,4.717381E+06,-7.284544E-01,-2.724510E+06,-7.312420E+00,-6.771258E+07,-9.320385E+00,0.000000E+00,0.000000E+00,1.391952E+08,2.888643E+05,3.167996E+07,0.000000E+00,-9.714278E+06,-1.375541E+04,3.851408E+06,1.217668E+06,1.785342E+08,-6.916880E+05,4.236655E+05,1.868185E+07,4.212927E+05,2.211455E+05,1.695272E+07,2.164446E+05
3.975000E+00,8.000000E+00,0.000000E+00,0.000000E+00,3.315180E+01,-8.902418E-03,1.798907E-01,4.372375E-02,4.768805E+00,-9.867951E-05,2.071128E+03,1.569169E-01,3.421796E+02,2.526160E+01,-5.697704E+03,-6.676043E+02,3.039608E+04,2.071186E+03,1.244846E+04,2.526068E+01,6.321289E+01,6.178195E+01,9.559940E+02,1.218224E+01,1.855978E+00,2.252731E+07,-1.965121E+04,4.941654E+07,6.359457E+05,9.451032E+06,-1.804488E+06,3.315180E+01,-8.902418E-03,1.798907E-01,7.631235E-04,8.323134E-02,-1.722282E-06,1.077308E+01,-4.572315E-03,-1.839000E-01,3.574324E-04,1.552038E-03,-5.627555E-05,1.087665E+00,5.131668E-03,-2.603267E-01,-2.370139E-04,-4.035206E-03,1.545573E-04,4.667413E+06,-7.246492E-01,-2.736802E+06,-7.352123E+00,-6.657462E+07,-9.293569E+00,0.000000E+00,0.000000E+00,1.392039E+08,2.905891E+05,3.168747E+07,0.000000E+00,-9.623708E+06,-1.340739E+04,3.869438E+06,1.239743E+06,1.749279E+08,-6.905031E+05,4.251445E+05,1.877087E+07,4.228190E+05,2.221519E+05,1.703786E+07,2.173430E+05
3.987500E+00,8.000000E+00,0.000000E+00,0.000000E+00,3.328655E+01,-8.959171E-03,1.775716E-01,4.397956E-02,4.769899E+00,-1.170232E-04,2.059963E+03,1.841976E-01,4.168659E+02,2.422807E+01,-5.695722E+03,-7.175345E+02,3.574084E+04,2.060023E+03,1.244835E+04,2.579519E+01,6.322483E+01,6.175738E+01,9.554493E+02,1.217752E+01,1.862153E+00,2.253734E+07,-1.876710E+04,4.943850E+07,6.711944E+05,4.492496E+06,-1.805109E+06,3.328655E+01,-8.959171E-03,1.775716E-01,7.675882E-04,8.325044E-02,-2.042440E-06,1.078669E+01,-4.508226E-03,-1.871617E-01,3.544499E-04,1.504525E-03,-5.434638E-05,1.090363E+00,5.107788E-03,-2.615624E-01,-2.388701E-04,-3.558080E-03,1.542664E-04,4.617444E+06,-7.208438E-01,-2.749095E+06,-7.391826E+00,-6.543664E+07,-9.266751E+00,0.000000E+00,0.000000E+00,1.392128E+08,2.922991E+05,3.169474E+07,0.000000E+00,-9.537325E+06,-1.306168E+04,3.888377E+06,1.255440E+06,1.711349E+08,-6.869294E+05,4.265601E+05,1.886014E+07,4.242760E+05,2.229923E+05,1.712325E+07,2.181008E+05
4.000000E+00,8.000000E+00,0.000000E+00,0.000000E+00,3.342147E+01,-9.015125E-03,1.752116E-01,4.423323E-02,4.770961E+00,-1.341608E-04,2.047648E+03,2.112057E-01,5.015120E+02,2.306852E+01,-5.694310E+03,-7.627147E+02,4.131082E+04,2.047713E+03,1.244823E+04,2.632960E+01,6.323638E+01,6.173277E+01,9.546896E+02,1.217235E+01,1.868329E+00,2.254014E+07,-1.784569E+04,4.946162E+07,7.010704E+05,-7.265120E+05,-1.804272E+06,3.342147E+01,-9.015125E-03,1.752116E-01,7.720154E-04,8.326899E-02,-2.341547E-06,1.080034E+01,-4.444382E-03,-1.904390E-01,3.514485E-04,1.463120E-03,-5.242208E-05,1.093965E+00,5.057814E-03,-2.628513E-01,-2.403197E-04,-3.047605E-03,1.540836E-04,4.567474E+06,-7.170386E-01,-2.761387E+06,-7.431529E+00,-6.429866E+07,-9.239934E+00,0.000000E+00,0.000000E+00,1.392218E+08,2.939941E+05,3.170180E+07,0.000000E+00,-9.454636E+06,-1.258442E+04,3.908101E+06,1.270424E+06,1.671808E+08,-6.839931E+05,4.279123E+05,1.894969E+07,4.256642E+05,2.236699E+05,1.720889E+07,2.187236E+05
4.012500E+00,8.000000E+00,0.000000E+00,0.000000E+00,3.355656E+01,-9.070287E-03,1.728105E-01,4.448472E-02,4.771996E+00,-1.500955E-04,2.039216E+03,2.379077E-01,5.938365E+02,2.190276E+01,-5.693355E+03,-8.064029E+02,4.704181E+04,2.039285E+03,1.244808E+04,2.686412E+01,6.324752E+01,6.170816E+01,9.537005E+02,1.216645E+01,1.873352E+00,2.253630E+07,-1.691906E+04,4.948570E+07,7.295839E+05,-6.128224E+06,-1.807596E+06,3.355656E+01,-9.070287E-03,1.728105E-01,7.764049E-04,8.328705E-02,-2.619660E-06,1.081404E+01,-4.381347E-03,-1.937327E-01,3.484264E-04,1.428196E-03,-5.049625E-05,1.097960E+00,5.009609E-03,-2.641408E-01,-2.416012E-04,-2.512934E-03,1.537844E-04,4.514621E+06,-7.135805E-01,-2.772027E+06,-7.455729E+00,-6.312231E+07,-9.214057E+00,0.000000E+00,0.000000E+00,1.392310E+08,2.956740E+05,3.170868E+07,0.000000E+00,-9.373136E+06,-1.213606E+04,3.927835E+06,1.284041E+06,1.630885E+08,-6.806012E+05,4.292031E+05,1.903950E+07,4.269856E+05,2.241911E+05,1.729479E+07,2.192190E+05
4.025000E+00,8.000000E+00,0.000000E+00,0.000000E+00,3.369182E+01,-9.124663E-03,1.703682E-01,4.473404E-02,4.773009E+00,-1.648298E-04,2.038020E+03,2.642691E-01,6.907399E+02,2.086563E+01,-5.692716E+03,-8.521754E+02,5.284894E+04,2.038096E+03,1.244792E+04,2.739848E+01,6.325829E+01,6.168359E+01,9.524716E+02,1.215959E+01,1.878376E+00,2.252911E+07,-1.606873E+04,4.951053E+07,7.604788E+05,-1.162773E+07,-1.813707E+06,3.369182E+01,-9.124663E-03,1.703682E-01,7.807563E-04,8.330472E-02,-2.876822E-06,1.082778E+01,-4.318755E-03,-1.970421E-01,3.453879E-04,1.399995E-03,-4.857596E-05,1.102301E+00,4.973519E-03,-2.654524E-01,-2.431336E-04,-1.965651E-03,1.546805E-04,4.461766E+06,-7.101224E-01,-2.782668E+06,-7.479930E+00,-6.194592E+07,-9.188180E+00,0.000000E+00,0.000000E+00,1.392403E+08,2.973389E+05,3.171540E+07,0.000000E+00,-9.293501E+06,-1.174803E+04,3.947894E+06,1.298435E+06,1.589374E+08,-6.831405E+05,4.304351E+05,1.912958E+07,4.282433E+05,2.245644E+05,1.738094E+07,2.195957E+05
4.037500E+00,8.000000E+00,0.000000E+00,0.000000E+00,3.382726E+01,-9.178258E-03,1.678844E-01,4.498117E-02,4.774004E+00,-1.783587E-04,2.045446E+03,2.902546E-01,7.886694E+02,2.009523E+01,-5.692280E+03,-9.036262E+02,5.863494E+04,2.045527E+03,1.244774E+04,2.793260E+01,6.326868E+01,6.165908E+01,9.509996E+02,1.215155E+01,1.883399E+00,2.252119E+07,-1.543967E+04,4.953554E+07,7.981091E+05,-1.712122E+07,-1.829786E+06,3.382726E+01,-9.178258E-03,1.678844E-01,7.850695E-04,8.332208E-02,-3.112947E-06,1.084158E+01,-4.256457E-03,-2.003682E-01,3.423253E-04,1.378615E-03,-4.663013E-05,1.106632E+00,4.967840E-03,-2.667508E-01,-2.456366E-04,-1.419418E-03,1.554976E-04,4.408912E+06,-7.066644E-01,-2.793308E+06,-7.504129E+00,-6.076957E+07,-9.162304E+00,0.000000E+00,0.000000E+00,1.392498E+08,2.989885E+05,3.172201E+07,0.000000E+00,-9.214607E+06,-1.147772E+04,3.967759E+06,1.317237E+06,1.547959E+08,-6.854053E+05,4.316121E+05,1.921993E+07,4.294418E+05,2.248002E+05,1.746735E+07,2.198637E+05
4.050000E+00,8.000000E+00,0.000000E+00,0.000000E+00,3.396286E+01,-9.231076E-03,1.653589E-01,4.522608E-02,4.774985E+00,-1.906733E-04,2.060965E+03,3.158287E-01,8.839200E+02,1.971835E+01,-5.691904E+03,-9.639896E+02,6.429849E+04,2.061053E+03,1.244756E+04,2.846637E+01,6.327873E+01,6.163465E+01,9.492854E+02,1.214214E+01,1.888423E+00,2.251528E+07,-1.508794E+04,4.956041E+07,8.444306E+05,-2.249686E+07,-1.852563E+06,3.396286E+01,-9.231076E-03,1.653589E-01,7.893441E-04,8.333921E-02,-3.327878E-06,1.085543E+01,-4.194034E-03,-2.037101E-01,3.392257E-04,1.363971E-03,-4.468156E-05,1.110584E+00,4.993736E-03,-2.680258E-01,-2.493894E-04,-8.886535E-04,1.569341E-04,4.356056E+06,-7.032062E-01,-2.803950E+06,-7.528331E+00,-5.959319E+07,-9.136427E+00,0.000000E+00,0.000000E+00,1.392594E+08,3.006228E+05,3.172853E+07,0.000000E+00,-9.135292E+06,-1.130887E+04,3.987280E+06,1.342363E+06,1.507367E+08,-6.907972E+05,4.327391E+05,1.931056E+07,4.305860E+05,2.249104E+05,1.755402E+07,2.200335E+05
4.062500E+00,8.000000E+00,0.000000E+00,0.000000E+00,3.409864E+01,-9.283109E-03,1.627916E-01,4.546875E-02,4.775958E+00,-2.017663E-04,2.082581E+03,3.409570E-01,9.729775E+02,1.983507E+01,-5.691484E+03,-1.035761E+03,6.974335E+04,2.082675E+03,1.244737E+04,2.899969E+01,6.328848E+01,6.161032E+01,9.473365E+02,1.213119E+01,1.893447E+00,2.251388E+07,-1.512356E+04,4.958485E+07,9.035432E+05,-2.765031E+07,-1.880288E+06,3.409864E+01,-9.283109E-03,1.627916E-01,7.935794E-04,8.335621E-02,-3.521487E-06,1.086933E+01,-4.131078E-03,-2.070679E-01,3.360693E-04,1.355805E-03,-4.270742E-05,1.113791E+00,5.069803E-03,-2.692545E-01,-2.548970E-04,-3.865391E-04,1.589848E-04,4.303204E+06,-6.997482E-01,-2.814590E+06,-7.552530E+00,-5.841684E+07,-9.110550E+00,0.000000E+00,0.000000E+00,1.392692E+08,3.022414E+05,3.173501E+07,0.000000E+00,-9.054310E+06,-1.131912E+04,4.006123E+06,1.375873E+06,1.468238E+08,-6.992902E+05,4.338210E+05,1.940147E+07,4.316818E+05,2.249080E+05,1.764096E+07,2.201156E+05
4.075000E+00,8.000000E+00,0.000000E+00,0.000000E+00,3.423460E+01,-9.334348E-03,1.601822E-01,4.570912E-02,4.776929E+00,-2.116225E-04,2.107493E+03,3.656063E-01,1.052829E+03,2.050605E+01,-5.690939E+03,-1.120365E+03,7.488659E+04,2.107595E+03,1.244718E+04,2.953242E+01,6.329792E+01,6.158613E+01,9.451652E+02,1.211859E+01,1.898470E+00,2.251933E+07,-1.558507E+04,4.960845E+07,9.770461E+05,-3.249247E+07,-1.911612E+06,3.423460E+01,-9.334348E-03,1.601822E-01,7.977746E-04,8.337314E-02,-3.693510E-06,1.088327E+01,-4.066881E-03,-2.104407E-01,3.328360E-04,1.353708E-03,-4.070409E-05,1.115975E+00,5.195919E-03,-2.704131E-01,-2.623661E-04,7.510021E-05,1.613261E-04,4.250350E+06,-6.962901E-01,-2.825230E+06,-7.576730E+00,-5.724049E+07,-9.084674E+00,0.000000E+00,0.000000E+00,1.392792E+08,3.038441E+05,3.174145E+07,0.000000E+00,-8.970853E+06,-1.149006E+04,4.023935E+06,1.419266E+06,1.431187E+08,-7.093089E+05,4.348634E+05,1.949264E+07,4.327348E+05,2.248060E+05,1.772816E+07,2.201208E+05
4.087500E+00,8.000000E+00,0.000000E+00,0.000000E+00,3.437072E+01,-9.384774E-03,1.575305E-01,4.594713E-02,4.777899E+00,-2.202261E-04,2.132804E+03,3.897454E-01,1.121243E+03,2.174263E+01,-5.690224E+03,-1.217944E+03,7.966587E+04,2.132913E+03,1.244700E+04,3.006444E+01,6.330707E+01,6.156210E+01,9.427897E+02,1.210427E+01,1.903494E+00,2.253318E+07,-1.643938E+04,4.963107E+07,1.065877E+06,-3.695466E+07,-1.944972E+06,3.437072E+01,-9.384774E-03,1.575305E-01,8.019287E-04,8.339008E-02,-3.843671E-06,1.089722E+01,-4.000879E-03,-2.138276E-01,3.294994E-04,1.357130E-03,-3.867150E-05,1.116891E+00,5.382763E-03,-2.714953E-01,-2.717001E-04,4.879270E-04,1.636496E-04,4.197494E+06,-6.928320E-01,-2.835871E+06,-7.600931E+00,-5.606410E+07,-9.058797E+00,0.000000E+00,0.000000E+00,1.392893E+08,3.054304E+05,3.174790E+07,0.000000E+00,-8.884081E+06,-1.189920E+04,4.040625E+06,1.470938E+06,1.396610E+08,-7.193528E+05,4.358715E+05,1.958409E+07,4.337508E+05,2.246177E+05,1.781563E+07,2.200589E+05
4.100000E+00,8.000000E+00,0.000000E+00,0.000000E+00,3.450703E+01,-9.434357E-03,1.548364E-01,4.618270E-02,4.778874E+00,-2.275634E-04,2.156175E+03,4.133461E-01,1.176940E+03,2.350556E+01,-5.689346E+03,-1.327291E+03,8.404430E+04,2.156290E+03,1.244681E+04,3.059562E+01,6.331596E+01,6.153824E+01,9.402340E+02,1.208818E+01,1.908517E+00,2.255634E+07,-1.768221E+04,4.965269E+07,1.168374E+06,-4.099702E+07,-1.975811E+06,3.450703E+01,-9.434357E-03,1.548364E-01,8.060402E-04,8.340709E-02,-3.971731E-06,1.091118E+01,-3.932200E-03,-2.172276E-01,3.260390E-04,1.365444E-03,-3.661166E-05,1.116411E+00,5.619577E-03,-2.724888E-01,-2.827982E-04,8.472209E-04,1.664400E-04,4.144642E+06,-6.893740E-01,-2.846511E+06,-7.625131E+00,-5.488776E+07,-9.032921E+00,0.000000E+00,0.000000E+00,1.392996E+08,3.069998E+05,3.175437E+07,0.000000E+00,-8.793543E+06,-1.248535E+04,4.056012E+06,1.531078E+06,1.364737E+08,-7.317818E+05,4.368498E+05,1.967580E+07,4.347346E+05,2.243557E+05,1.790337E+07,2.199397E+05
4.112500E+00,8.000000E+00,0.000000E+00,0.000000E+00,3.464350E+01,-9.483065E-03,1.520998E-01,4.641573E-02,4.779856E+00,-2.336187E-04,2.176342E+03,4.363826E-01,1.219794E+03,2.571003E+01,-5.688382E+03,-1.446006E+03,8.801498E+04,2.176465E+03,1.244663E+04,3.112583E+01,6.332458E+01,6.151459E+01,9.375240E+02,1.207034E+01,1.913541E+00,2.258907E+07,-1.930547E+04,4.967327E+07,1.281294E+06,-4.461481E+07,-2.006646E+06,3.464350E+01,-9.483065E-03,1.520998E-01,8.101073E-04,8.342423E-02,-4.077415E-06,1.092512E+01,-3.860377E-03,-2.206395E-01,3.224326E-04,1.377979E-03,-3.451164E-05,1.114553E+00,5.891942E-03,-2.734052E-01,-2.955756E-04,1.151663E-03,1.687095E-04,4.091786E+06,-6.859158E-01,-2.857152E+06,-7.649332E+00,-5.371137E+07,-9.007044E+00,0.000000E+00,0.000000E+00,1.393101E+08,3.085516E+05,3.176090E+07,0.000000E+00,-8.699491E+06,-1.316222E+04,4.070264E+06,1.600299E+06,1.335681E+08,-7.417866E+05,4.378022E+05,1.976777E+07,4.356907E+05,2.240319E+05,1.799137E+07,2.197716E+05
4.125000E+00,8.000000E+00,0.000000E+00,0.000000E+00,3.478016E+01,-9.530852E-03,1.493204E-01,4.664611E-02,4.780849E+00,-2.383794E-04,2.193046E+03,4.588322E-01,1.250684E+03,2.823491E+01,-5.687435E+03,-1.570751E+03,9.159819E+04,2.193176E+03,1.244645E+04,3.165494E+01,6.333292E+01,6.149115E+01,9.346903E+02,1.205076E+01,1.918564E+00,2.263057E+07,-2.112752E+04,4.969294E+07,1.402540E+06,-4.782834E+07,-2.035844E+06,3.478016E+01,-9.530852E-03,1.493204E-01,8.141283E-04,8.344156E-02,-4.160505E-06,1.093904E+01,-3.785094E-03,-2.240627E-01,3.186605E-04,1.394059E-03,-3.239176E-05,1.111370E+00,6.196870E-03,-2.742462E-01,-3.091733E-04,1.405206E-03,1.706546E-04,4.038932E+06,-6.824578E-01,-2.867792E+06,-7.673532E+00,-5.253502E+07,-8.981167E+00,0.000000E+00,0.000000E+00,1.393207E+08,3.100851E+05,3.176750E+07,0.000000E+00,-8.601933E+06,-1.398358E+04,4.083410E+06,1.672662E+06,1.309201E+08,-7.503244E+05,4.387317E+05,1.986000E+07,4.366220E+05,2.236572E+05,1.807965E+07,2.195622E+05
4.137500E+00,8.000000E+00,0.000000E+00,0.000000E+00,3.491698E+01,-9.577673E-03,1.464982E-01,4.687372E-02,4.781854E+00,-2.418399E-04,2.206962E+03,4.806750E-01,1.271531E+03,3.094348E+01,-5.686650E+03,-1.697749E+03,9.484106E+04,2.207098E+03,1.244627E+04,3.218283E+01,6.334096E+01,6.146796E+01,9.317663E+02,1.202955E+01,1.922405E+00,2.267858E+07,-2.311608E+04,4.971208E+07,1.526291E+06,-5.068644E+07,-2.061293E+06,3.491698E+01,-9.577673E-03,1.464982E-01,8.181008E-04,8.345909E-02,-4.220902E-06,1.095291E+01,-3.705803E-03,-2.274960E-01,3.147174E-04,1.413090E-03,-3.024842E-05,1.106824E+00,6.513426E-03,-2.749921E-01,-3.233402E-04,1.613554E-03,1.729143E-04,3.983442E+06,-6.794322E-01,-2.876732E+06,-7.681634E+00,-5.132713E+07,-8.956868E+00,0.000000E+00,0.000000E+00,1.393315E+08,3.115995E+05,3.177417E+07,0.000000E+00,-8.500146E+06,-1.483509E+04,4.095156E+06,1.748138E+06,1.284854E+08,-7.605080E+05,4.396395E+05,1.995248E+07,4.375305E+05,2.232411E+05,1.816819E+07,2.193183E+05
